Timestamp,Angle (rad),Velocity (RPM),Duty Target (%),Duty U (%),Duty V (%),Duty W (%),Mode
10:51:46.020,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.020,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.037,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.048,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.052,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.067,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.067,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.084,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.101,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.101,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.116,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.116,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.131,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.148,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.148,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.177,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.177,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.180,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.196,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.196,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.212,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.229,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.229,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.244,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.261,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.261,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.277,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.277,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.305,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.310,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.310,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.326,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.326,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.342,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.359,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.371,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.374,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.390,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.390,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.406,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.406,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.423,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.438,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.438,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.454,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.470,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.470,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.487,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.487,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.502,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.517,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.517,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.534,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.551,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.563,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.566,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.566,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.582,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.598,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.598,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.615,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.629,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.629,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.645,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.645,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.661,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.678,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.693,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.693,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.698,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.714,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.730,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.730,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.748,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.759,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.763,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.765,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.781,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.786,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.798,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.813,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.829,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.829,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.846,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.846,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.863,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.878,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.878,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.894,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.910,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.910,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.927,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.938,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.942,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.958,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.958,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.975,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.993,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:46.993,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.007,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.007,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.023,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.040,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.040,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.057,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.057,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.071,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.087,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.087,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.104,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.120,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.137,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.137,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.137,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.151,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.167,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.167,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.183,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.201,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.201,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.212,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.229,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.229,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.259,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.259,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.261,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.280,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.280,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.299,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.321,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.321,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.321,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.329,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.346,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.346,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.363,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.377,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.377,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.396,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.396,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.413,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.441,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.441,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.446,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.446,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.463,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.480,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.480,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.498,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.498,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.514,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.529,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.529,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.546,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.546,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.562,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.578,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.578,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.594,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.612,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.623,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.626,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.626,0.0,0.0,0.0,0.0,0.0,0.0,0
10:51:47.642,4.188790321350098,0.0,28.0,0.0,0.0,27.993886947631836,1
10:51:47.658,5.3124895095825195,37.54817581176758,28.0,0.0,0.0,27.993886947631836,1
10:51:47.658,0.29200705885887146,70.23018646240234,28.0,27.993886947631836,0.0,27.993886947631836,1
10:51:47.675,2.4578425884246826,131.2141571044922,28.0,27.993886947631836,27.993886947631836,0.0,1
10:51:47.691,4.397500991821289,169.0756072998047,28.0,0.0,27.993886947631836,27.993886947631836,1
10:51:47.702,5.987788200378418,182.46153259277344,28.0,0.0,0.0,27.993886947631836,1
10:51:47.713,1.5718169212341309,202.42581176757812,28.0,27.993886947631836,0.0,0.0,1
10:51:47.713,3.3608908653259277,214.22665405273438,28.0,0.0,27.993886947631836,0.0,1
10:51:47.722,5.04164981842041,218.4509735107422,28.0,0.0,27.993886947631836,27.993886947631836,1
10:51:47.731,0.4949643015861511,223.28306579589844,28.0,27.993886947631836,0.0,27.993886947631836,1
10:51:47.747,2.283437728881836,229.23028564453125,28.0,27.993886947631836,27.993886947631836,0.0,1
10:51:47.759,3.942181348800659,228.3574981689453,28.0,0.0,27.993886947631836,0.0,1
10:51:47.772,5.674224853515625,230.46685791015625,28.0,0.0,0.0,27.993886947631836,1
10:51:47.780,1.0973325967788696,231.8965606689453,28.0,27.993886947631836,0.0,0.0,1
10:51:47.780,2.787039279937744,231.44276428222656,28.0,27.993886947631836,27.993886947631836,0.0,1
10:51:47.798,4.483255386352539,231.6476287841797,28.0,0.0,27.993886947631836,27.993886947631836,1
10:51:47.810,6.168257713317871,231.11256408691406,28.0,0.0,0.0,27.993886947631836,1
10:51:47.813,1.5680910348892212,230.83303833007812,28.0,27.993886947631836,0.0,0.0,1
10:51:47.829,3.257302761077881,230.66668701171875,28.0,0.0,27.993886947631836,0.0,1
10:51:47.829,4.939375877380371,230.323974609375,28.0,0.0,27.993886947631836,27.993886947631836,1
10:51:47.845,0.3243502378463745,229.4985809326172,28.0,27.993886947631836,0.0,27.993886947631836,1
10:51:47.845,2.0561811923980713,231.40878295898438,28.0,27.993886947631836,0.0,0.0,1
10:51:47.863,3.7421088218688965,230.96401977539062,28.0,0.0,27.993886947631836,0.0,1
10:51:47.878,5.396181583404541,229.37042236328125,28.0,0.0,0.0,27.993886947631836,1
10:51:47.878,0.77878737449646,228.79302978515625,28.0,27.993886947631836,0.0,27.993886947631836,1
10:51:47.894,2.482903003692627,229.5459442138672,28.0,27.993886947631836,27.993886947631836,0.0,1
10:51:47.911,4.1421685218811035,228.73133850097656,28.0,0.0,27.993886947631836,0.0,1
10:51:47.911,5.811771869659424,228.32479858398438,28.0,0.0,0.0,27.993886947631836,1
10:51:47.927,1.2242777347564697,229.48553466796875,28.0,27.993886947631836,0.0,0.0,1
10:51:47.943,2.900084972381592,229.28292846679688,28.0,27.993886947631836,27.993886947631836,0.0,1
10:51:47.943,4.586102485656738,229.46963500976562,28.0,0.0,27.993886947631836,27.993886947631836,1
10:51:47.958,6.239678859710693,228.5017852783203,28.0,0.0,0.0,27.993886947631836,1
10:51:47.958,1.606520175933838,227.74114990234375,28.0,27.993886947631836,0.0,0.0,1
10:51:47.974,3.2382280826568604,226.112548828125,28.0,0.0,27.993886947631836,0.0,1
10:51:47.991,4.923502445220947,227.18597412109375,28.0,0.0,27.993886947631836,27.993886947631836,1
10:51:48.013,0.24875159561634064,225.0347442626953,28.0,27.993886947631836,0.0,27.993886947631836,1
10:51:48.013,1.9670279026031494,227.7027587890625,28.0,27.993886947631836,0.0,0.0,1
10:51:48.014,3.62814998626709,227.38694763183594,28.0,0.0,27.993886947631836,0.0,1
10:51:48.022,5.33353328704834,228.67333984375,28.0,0.0,0.0,27.993886947631836,1
10:51:48.038,0.7605500817298889,230.08636474609375,28.0,27.993886947631836,0.0,27.993886947631836,1
10:51:48.039,2.507765769958496,232.39059448242188,28.0,27.993886947631836,27.993886947631836,0.0,1
10:51:48.080,4.236582279205322,233.65875244140625,28.0,0.0,27.993886947631836,27.993886947631836,1
10:51:48.080,5.959986209869385,234.12924194335938,28.0,0.0,0.0,27.993886947631836,1
