Timestamp_ms,GPS_Year,GPS_Month,GPS_Day,GPS_Hour,GPS_Min,GPS_Sec,Time_Valid,Accel_X(G),Accel_Y(G),Accel_Z(G),Gyro_X(deg/s),Gyro_Y(deg/s),Gyro_Z(deg/s),Altitude(m),Latitude,Longitude
979,0,0,0,0,0,0,0,-0.27392578125,-0.94580078125,0.21923828125,3.41796875,1.68609619140625,-0.8544921875,545.8726806640625,0.0,0.0
1033,0,0,0,0,0,0,0,-0.270263671875,-0.953369140625,0.2216796875,3.6163330078125,1.64794921875,-0.335693359375,545.8726806640625,0.0,0.0
1087,0,0,0,0,0,0,0,-0.273681640625,-0.95751953125,0.218017578125,3.936767578125,1.97601318359375,0.03814697265625,545.8726806640625,0.0,0.0
1138,0,0,0,0,0,0,0,-0.27392578125,-0.943115234375,0.215087890625,3.25775146484375,2.12860107421875,-0.66375732421875,546.2135009765625,0.0,0.0
1193,0,0,0,0,0,0,0,-0.2685546875,-0.94775390625,0.2138671875,3.448486328125,1.9073486328125,-0.244140625,546.2135009765625,0.0,0.0
1247,0,0,0,0,0,0,0,-0.270263671875,-0.948974609375,0.211181640625,3.77655029296875,1.73187255859375,-0.06866455078125,546.2135009765625,0.0,0.0
1301,0,0,0,0,0,0,0,-0.26708984375,-0.94970703125,0.218017578125,3.77655029296875,1.8463134765625,-0.1220703125,546.2135009765625,0.0,0.0
1355,0,0,0,0,0,0,0,-0.2734375,-0.94775390625,0.213134765625,3.33404541015625,2.05230712890625,-0.22125244140625,546.2135009765625,0.0,0.0
1409,0,0,0,0,0,0,0,-0.271240234375,-0.940673828125,0.2041015625,3.63922119140625,2.06756591796875,-0.41961669921875,546.2135009765625,0.0,0.0
1463,0,0,0,0,0,0,0,-0.274658203125,-0.946533203125,0.216796875,3.753662109375,1.89208984375,-0.38909912109375,546.2135009765625,0.0,0.0
1517,0,0,0,0,0,0,0,-0.2705078125,-0.952880859375,0.21533203125,3.8299560546875,1.9378662109375,0.0,546.2135009765625,0.0,0.0
1571,0,0,0,0,0,0,0,-0.27587890625,-0.95458984375,0.212158203125,3.4637451171875,2.1209716796875,-0.22125244140625,546.2135009765625,0.0,0.0
1625,0,0,0,0,0,0,0,-0.26806640625,-0.946044921875,0.217041015625,4.1046142578125,1.77764892578125,-0.5950927734375,546.2135009765625,0.0,0.0
1679,0,0,0,0,0,0,0,-0.274658203125,-0.9501953125,0.220703125,3.33404541015625,2.2430419921875,-0.6103515625,546.2135009765625,0.0,0.0
1733,0,0,0,0,0,0,0,-0.270263671875,-0.942626953125,0.21142578125,3.5247802734375,1.5411376953125,-0.23651123046875,546.2135009765625,0.0,0.0
1789,0,0,0,0,0,0,0,-0.268798828125,-0.9482421875,0.216064453125,3.1890869140625,1.89208984375,-0.244140625,546.2135009765625,0.0,0.0
1843,0,0,0,0,0,0,0,-0.272216796875,-0.948486328125,0.2197265625,3.692626953125,1.88446044921875,-0.1678466796875,546.2135009765625,0.0,0.0
1897,0,0,0,0,0,0,0,-0.271484375,-0.947021484375,0.21484375,2.777099609375,1.678466796875,-1.52587890625,546.2135009765625,0.0,0.0
1951,0,0,0,0,0,0,0,-0.2666015625,-0.941650390625,0.207763671875,3.48663330078125,2.08282470703125,-1.1749267578125,546.2135009765625,0.0,0.0
2005,0,0,0,0,0,0,0,-0.269775390625,-0.947021484375,0.21240234375,3.82232666015625,1.5716552734375,-0.05340576171875,546.2135009765625,0.0,0.0
2059,0,0,0,0,0,0,0,-0.267578125,-0.945556640625,0.21044921875,4.28009033203125,1.678466796875,-1.251220703125,546.2135009765625,0.0,0.0
2113,0,0,0,0,0,0,0,-0.2744140625,-0.952880859375,0.222412109375,3.71551513671875,1.861572265625,-0.2288818359375,545.3759155273438,0.0,0.0
2167,0,0,0,0,0,0,0,-0.2744140625,-0.952880859375,0.222412109375,3.71551513671875,1.8768310546875,-0.26702880859375,545.3759155273438,0.0,0.0
2221,0,0,0,0,0,0,0,-0.2763671875,-0.9365234375,0.212890625,4.69207763671875,1.52587890625,1.59454345703125,545.3759155273438,0.0,0.0
2275,0,0,0,0,0,0,0,-0.263427734375,-0.934326171875,0.236572265625,1.9683837890625,2.31170654296875,-0.335693359375,545.3759155273438,0.0,0.0
2330,0,0,0,0,0,0,0,-0.27197265625,-0.9345703125,0.21484375,2.41851806640625,3.08990478515625,-0.37384033203125,545.3759155273438,0.0,0.0
2384,0,0,0,0,0,0,0,-0.2587890625,-0.928955078125,0.211669921875,-0.74005126953125,3.2806396484375,2.9296875,545.3759155273438,0.0,0.0
2438,0,0,0,0,0,0,0,-0.272705078125,-0.93408203125,0.218017578125,-1.89208984375,2.044677734375,-1.10626220703125,545.3759155273438,0.0,0.0
2492,0,0,0,0,0,0,0,-0.241943359375,-0.82080078125,0.260498046875,-6.91986083984375,7.476806640625,17.63916015625,545.3759155273438,0.0,0.0
2543,0,0,0,0,0,0,0,-0.29736328125,-0.96630859375,0.2978515625,0.8697509765625,0.3814697265625,-0.05340576171875,545.3759155273438,0.0,0.0
2597,0,0,0,0,0,0,0,-0.284912109375,-0.940673828125,0.20751953125,3.28826904296875,1.861572265625,-0.22125244140625,545.3759155273438,0.0,0.0
2651,0,0,0,0,0,0,0,-0.283447265625,-0.944580078125,0.217041015625,4.00543212890625,2.08282470703125,-0.2593994140625,545.3759155273438,0.0,0.0
2705,0,0,0,0,0,0,0,-0.283203125,-0.94091796875,0.208984375,3.28826904296875,2.06756591796875,-0.32806396484375,545.3759155273438,0.0,0.0
2759,0,0,0,0,0,0,0,-0.283203125,-0.9453125,0.20703125,3.76129150390625,1.68609619140625,-0.30517578125,545.3759155273438,0.0,0.0
2813,0,0,0,0,0,0,0,-0.2880859375,-0.942138671875,0.2119140625,3.54766845703125,1.739501953125,-0.18310546875,545.3759155273438,0.0,0.0
2870,0,0,0,0,0,0,0,-0.3681640625,-0.969970703125,-0.01904296875,-44.921875,23.42987060546875,-12.63427734375,545.3759155273438,0.0,0.0
2925,0,0,0,0,0,0,0,-0.28271484375,-0.952392578125,0.16455078125,14.61029052734375,0.02288818359375,1.2054443359375,545.3759155273438,0.0,0.0
2979,0,0,0,0,0,0,0,-0.3095703125,-1.032958984375,0.197509765625,-108.80279541015625,13.00811767578125,-16.0980224609375,545.3759155273438,0.0,0.0
3033,0,0,0,0,0,0,0,-0.284912109375,-0.95703125,0.0712890625,-40.26031494140625,16.265869140625,-5.06591796875,545.5529174804688,0.0,0.0
3087,0,0,0,0,0,0,0,-0.296630859375,-0.94873046875,0.13525390625,11.1541748046875,4.34112548828125,-10.3912353515625,545.5529174804688,0.0,0.0
3138,0,0,0,0,0,0,0,-0.386474609375,-1.178466796875,-0.0478515625,249.99237060546875,-119.56024169921875,33.53118896484375,545.5529174804688,0.0,0.0
3192,0,0,0,0,0,0,0,-0.4267578125,-1.065673828125,0.3857421875,111.62567138671875,-48.187255859375,-18.21136474609375,545.5529174804688,0.0,0.0
3246,0,0,0,0,0,0,0,-0.26025390625,-1.1083984375,0.27294921875,166.351318359375,-83.09173583984375,-33.8592529296875,545.5529174804688,0.0,0.0
3300,0,0,0,0,0,0,0,-0.154296875,-0.809814453125,0.631591796875,249.99237060546875,-140.350341796875,-20.77484130859375,545.5529174804688,0.0,0.0
3354,0,0,0,0,0,0,0,-0.088623046875,-0.873291015625,0.74609375,196.18988037109375,-84.37347412109375,-28.46527099609375,545.5529174804688,0.0,0.0
3408,0,0,0,0,0,0,0,-0.1201171875,-0.716064453125,0.810791015625,203.216552734375,-20.08056640625,-62.4542236328125,545.5529174804688,0.0,0.0
3462,0,0,0,0,0,0,0,0.083251953125,-0.24365234375,1.00927734375,180.77850341796875,-27.65655517578125,-30.670166015625,545.5529174804688,0.0,0.0
3516,0,0,0,0,0,0,0,0.024169921875,-0.371826171875,1.053466796875,122.16949462890625,-19.53887939453125,-32.6995849609375,545.5529174804688,0.0,0.0
3570,0,0,0,0,0,0,0,0.096435546875,-0.22509765625,1.0810546875,90.43121337890625,-19.27947998046875,-10.50567626953125,545.5529174804688,0.0,0.0
3624,0,0,0,0,0,0,0,0.10693359375,-0.120849609375,1.037841796875,73.03619384765625,-11.52801513671875,-22.8424072265625,545.5529174804688,0.0,0.0
3678,0,0,0,0,0,0,0,0.113037109375,-0.14453125,1.133056640625,3.18145751953125,-11.3525390625,-1.46484375,545.5529174804688,0.0,0.0
3732,0,0,0,0,0,0,0,0.1689453125,-0.040283203125,1.089599609375,-33.660888671875,-5.5999755859375,-2.0751953125,545.5529174804688,0.0,0.0
3786,0,0,0,0,0,0,0,0.14013671875,-0.191162109375,1.12841796875,-121.00982666015625,-9.21630859375,16.10565185546875,545.5529174804688,0.0,0.0
3840,0,0,0,0,0,0,0,0.19384765625,-0.253662109375,0.986328125,-250.0,6.195068359375,-10.8795166015625,545.5529174804688,0.0,0.0
3894,0,0,0,0,0,0,0,0.045654296875,-0.768798828125,0.825439453125,-250.0,67.69561767578125,-23.773193359375,545.5529174804688,0.0,0.0
3948,0,0,0,0,0,0,0,0.029296875,-0.588623046875,0.714111328125,-247.955322265625,59.65423583984375,-31.982421875,545.5529174804688,0.0,0.0
4004,0,0,0,0,0,0,0,0.157958984375,-1.173095703125,0.482421875,-234.85565185546875,22.3236083984375,-22.02606201171875,545.4287719726562,0.0,0.0
4059,0,0,0,0,0,0,0,0.118408203125,-0.89453125,0.245849609375,-181.5948486328125,-14.93072509765625,-3.19671630859375,545.4287719726562,0.0,0.0
4113,0,0,0,0,0,0,0,0.060302734375,-0.972900390625,-0.140869140625,-178.3294677734375,-18.68438720703125,1.2664794921875,545.4287719726562,0.0,0.0
4167,0,0,0,0,0,0,0,0.1376953125,-1.18212890625,-0.215576171875,-155.5633544921875,-44.01397705078125,-6.43157958984375,545.4287719726562,0.0,0.0
4221,0,0,0,0,0,0,0,0.05859375,-0.802734375,-0.4462890625,-156.59332275390625,-27.18353271484375,5.401611328125,545.4287719726562,0.0,0.0
4275,0,0,0,0,0,0,0,0.125244140625,-0.84228515625,-0.389404296875,-99.334716796875,-27.0233154296875,12.63427734375,545.4287719726562,0.0,0.0
4329,0,0,0,0,0,0,0,0.10595703125,-0.887451171875,-0.445556640625,-24.11651611328125,-22.89581298828125,22.72796630859375,545.4287719726562,0.0,0.0
4380,0,0,0,0,0,0,0,0.083984375,-0.92919921875,-0.46435546875,89.8284912109375,12.19940185546875,0.57220458984375,545.4287719726562,0.0,0.0
4434,0,0,0,0,0,0,0,-0.057373046875,-0.8798828125,-0.3857421875,249.99237060546875,11.9171142578125,-13.0767822265625,545.4287719726562,0.0,0.0
4488,0,0,0,0,0,0,0,0.05126953125,-1.325439453125,-0.184326171875,162.1551513671875,35.82000732421875,-87.310791015625,545.4287719726562,0.0,0.0
