Timestamp_ms,GPS_Year,GPS_Month,GPS_Day,GPS_Hour,GPS_Min,GPS_Sec,Time_Valid,Accel_X(G),Accel_Y(G),Accel_Z(G),Gyro_X(deg/s),Gyro_Y(deg/s),Gyro_Z(deg/s),Baro_Altitude(m),Latitude,Longitude,GPS_Altitude(m),PDOP,Fix_Type,Satellites
50,2026,9,4,20,30,7,1,0.418701171875,-0.442138671875,0.85400390625,-2.9754638671875,21.40045166015625,5.4473876953125,545.238525390625,-7.34281587600708,110.49254608154297,612.1740112304688,1.8600000143051147,3,9
100,2026,9,4,20,30,7,1,0.4814453125,-0.6025390625,0.817626953125,-5.584716796875,7.8277587890625,1.70135498046875,545.238525390625,-7.34281587600708,110.49254608154297,612.1740112304688,1.8600000143051147,3,9
150,2026,9,4,20,30,7,1,0.423095703125,-0.639404296875,0.7568359375,-1.4495849609375,5.69915771484375,1.52587890625,545.238525390625,-7.34281587600708,110.49254608154297,612.1740112304688,1.8600000143051147,3,9
200,2026,9,4,20,30,7,1,0.423095703125,-0.639404296875,0.7568359375,-1.4495849609375,5.69915771484375,1.52587890625,545.238525390625,-7.34281587600708,110.49254608154297,612.1740112304688,1.8600000143051147,3,9
250,2026,9,4,20,30,8,1,0.4267578125,-0.653076171875,0.76806640625,1.47247314453125,2.5177001953125,-1.8157958984375,545.5317993164062,-7.342815399169922,110.49254608154297,612.2930297851562,1.8600000143051147,3,9
300,2026,9,4,20,30,8,1,0.43603515625,-0.6376953125,0.766357421875,3.5552978515625,0.60272216796875,-0.17547607421875,545.5317993164062,-7.342815399169922,110.49254608154297,612.2930297851562,1.8600000143051147,3,9
350,2026,9,4,20,30,8,1,0.431640625,-0.6240234375,0.783203125,3.60870361328125,2.044677734375,-0.4119873046875,545.5317993164062,-7.342815399169922,110.49254608154297,612.2930297851562,1.8600000143051147,3,9
400,2026,9,4,20,30,8,1,0.4326171875,-0.627197265625,0.76611328125,3.021240234375,1.76239013671875,-0.74005126953125,545.5317993164062,-7.342815399169922,110.49254608154297,612.2930297851562,1.8600000143051147,3,9
450,2026,9,4,20,30,8,1,0.430419921875,-0.633056640625,0.762451171875,2.9296875,2.2430419921875,-0.3662109375,545.5317993164062,-7.342813491821289,110.49254608154297,612.4940185546875,1.8600000143051147,3,9
500,2026,9,4,20,30,8,1,0.421630859375,-0.646484375,0.762451171875,2.5482177734375,3.24249267578125,-0.51116943359375,545.5317993164062,-7.342813491821289,110.49254608154297,612.4940185546875,1.8600000143051147,3,9
