Timestamp_ms,GPS_Year,GPS_Month,GPS_Day,GPS_Hour,GPS_Min,GPS_Sec,Time_Valid,Accel_X(G),Accel_Y(G),Accel_Z(G),Gyro_X(deg/s),Gyro_Y(deg/s),Gyro_Z(deg/s),Altitude(m),Latitude,Longitude
0,0,0,0,0,0,0,0,-0.22216796875,-0.907470703125,-0.1826171875,-0.946044921875,3.19671630859375,0.06866455078125,527.2420043945312,-19.884231567382812,98.1805419921875
59,0,0,0,0,0,0,0,-0.22509765625,-0.912353515625,-0.237060546875,10.12420654296875,0.5645751953125,-1.40380859375,527.2420043945312,-19.902515411376953,98.25884246826172
114,0,0,0,0,0,0,0,-0.224853515625,-0.916748046875,-0.1962890625,-3.44085693359375,2.0599365234375,0.35858154296875,527.2420043945312,-19.902515411376953,98.25884246826172
168,0,0,0,0,0,0,0,-0.22509765625,-0.91064453125,-0.204345703125,6.3018798828125,1.0223388671875,-0.701904296875,527.2420043945312,-19.902515411376953,98.25884246826172
222,0,0,0,0,0,0,0,-0.22509765625,-0.92138671875,-0.21337890625,4.4708251953125,1.86920166015625,-0.58746337890625,527.2420043945312,-19.902515411376953,98.25884246826172
276,0,0,0,0,0,0,0,-0.226806640625,-0.91650390625,-0.208984375,4.8675537109375,1.65557861328125,-0.4730224609375,527.2420043945312,-21.057178497314453,97.25162506103516
330,0,0,0,0,0,0,0,-0.22412109375,-0.91748046875,-0.21240234375,2.3345947265625,1.86920166015625,-0.26702880859375,527.2420043945312,-21.057178497314453,97.25162506103516
384,0,0,0,0,0,0,0,-0.224853515625,-0.913330078125,-0.195068359375,-0.43487548828125,1.8157958984375,0.32806396484375,527.2420043945312,-21.057178497314453,97.25162506103516
438,0,0,0,0,0,0,0,-0.225341796875,-0.91748046875,-0.226318359375,5.56182861328125,1.3427734375,-0.3662109375,527.2420043945312,-21.057178497314453,97.25162506103516
492,0,0,0,0,0,0,0,-0.227294921875,-0.914306640625,-0.212890625,6.2713623046875,1.5106201171875,-0.51116943359375,527.2420043945312,-20.687519073486328,97.50534057617188
546,0,0,0,0,0,0,0,-0.227294921875,-0.91748046875,-0.209716796875,4.67681884765625,1.922607421875,-0.4730224609375,527.2420043945312,-20.687519073486328,97.50534057617188
601,0,0,0,0,0,0,0,-0.2275390625,-0.91552734375,-0.218017578125,3.3721923828125,1.47247314453125,-0.457763671875,527.2420043945312,-20.687519073486328,97.50534057617188
655,0,0,0,0,0,0,0,-0.22314453125,-0.91943359375,-0.208251953125,5.36346435546875,1.190185546875,-0.67138671875,527.2420043945312,-20.393579483032227,97.83280181884766
709,0,0,0,0,0,0,0,-0.229736328125,-0.913330078125,-0.207763671875,4.00543212890625,1.4190673828125,-0.6103515625,527.5696411132812,-20.393579483032227,97.83280181884766
763,0,0,0,0,0,0,0,-0.223876953125,-0.915771484375,-0.2099609375,5.27191162109375,1.4495849609375,-0.7171630859375,527.5696411132812,-20.393579483032227,97.83280181884766
817,0,0,0,0,0,0,0,-0.22607421875,-0.91748046875,-0.214111328125,10.92529296875,0.030517578125,-0.80108642578125,527.5696411132812,-20.393579483032227,97.83280181884766
871,0,0,0,0,0,0,0,-0.232421875,-0.919921875,-0.21533203125,8.6212158203125,1.21307373046875,-1.1138916015625,527.5696411132812,-20.39321517944336,97.83305358886719
929,0,0,0,0,0,0,0,-0.231689453125,-0.921630859375,-0.202880859375,6.622314453125,0.9918212890625,-0.030517578125,527.5696411132812,-20.39321517944336,97.83305358886719
983,0,0,0,0,0,0,0,-0.220458984375,-0.921875,-0.2177734375,7.74383544921875,1.1138916015625,-0.946044921875,527.5696411132812,-20.39321517944336,97.83305358886719
1037,0,0,0,0,0,0,0,-0.248779296875,-0.947021484375,-0.352294921875,-31.158447265625,3.47900390625,2.70843505859375,527.5696411132812,-20.39321517944336,97.83305358886719
1091,0,0,0,0,0,0,0,-0.226806640625,-0.91943359375,-0.211669921875,5.7830810546875,0.75531005859375,-1.10626220703125,527.5696411132812,-20.392850875854492,97.83330535888672
1145,0,0,0,0,0,0,0,-0.224853515625,-0.920654296875,-0.178466796875,19.96612548828125,0.31280517578125,-2.60162353515625,527.5696411132812,-20.392850875854492,97.83330535888672
1200,0,0,0,0,0,0,0,-0.234130859375,-0.91650390625,-0.176513671875,14.15252685546875,0.732421875,-1.16729736328125,527.5696411132812,-20.392850875854492,97.83330535888672
1254,0,0,0,0,0,0,0,-0.22265625,-0.924560546875,-0.182861328125,13.35906982421875,-0.1373291015625,0.35858154296875,527.5696411132812,-20.392486572265625,97.83356475830078
1308,0,0,0,0,0,0,0,-0.23583984375,-0.91650390625,-0.144775390625,5.71441650390625,-0.28228759765625,5.2337646484375,527.5696411132812,-20.392486572265625,97.83356475830078
1362,0,0,0,0,0,0,0,-0.227783203125,-0.9306640625,-0.158447265625,3.72314453125,1.7242431640625,-0.152587890625,527.5696411132812,-20.392486572265625,97.83356475830078
1416,0,0,0,0,0,0,0,-0.232177734375,-0.924560546875,-0.159912109375,4.55474853515625,1.04522705078125,1.06048583984375,527.5696411132812,-20.392486572265625,97.83356475830078
1470,0,0,0,0,0,0,0,-0.227294921875,-0.931884765625,-0.16064453125,-3.34930419921875,2.12860107421875,0.8392333984375,527.5696411132812,-20.392122268676758,97.83381652832031
1524,0,0,0,0,0,0,0,-0.228515625,-0.918701171875,-0.172607421875,2.288818359375,1.44195556640625,-0.30517578125,527.5696411132812,-20.392122268676758,97.83381652832031
1578,0,0,0,0,0,0,0,-0.233154296875,-0.932373046875,-0.173583984375,5.13458251953125,1.5869140625,-1.220703125,527.5696411132812,-20.392122268676758,97.83381652832031
1632,0,0,0,0,0,0,0,-0.21923828125,-0.88623046875,-0.23779296875,6.11114501953125,2.52532958984375,-0.54931640625,526.9275512695312,-20.392122268676758,97.83381652832031
1686,0,0,0,0,0,0,0,-0.224609375,-0.93798828125,-0.179931640625,3.47900390625,0.64849853515625,-1.2969970703125,526.9275512695312,-19.99053382873535,98.10828399658203
1740,0,0,0,0,0,0,0,-0.196044921875,-0.926025390625,-0.132568359375,9.75799560546875,1.65557861328125,-0.32806396484375,526.9275512695312,-19.99053382873535,98.10828399658203
