Timestamp_ms,GPS_Year,GPS_Month,GPS_Day,GPS_Hour,GPS_Min,GPS_Sec,Time_Valid,Accel_X(G),Accel_Y(G),Accel_Z(G),Gyro_X(deg/s),Gyro_Y(deg/s),Gyro_Z(deg/s),Baro_Altitude(m),Latitude,Longitude,GPS_Altitude(m),PDOP,Fix_Type,Satellites,SpeedLeft,SpeedRight,Vbus,Iq,RPM_TIM2CH1,RPM_TIM5CH2,Temp1,Temp2
164,2026,9,10,6,33,47,1,0.257080078125,-0.872314453125,0.48779296875,-2.4871826171875,6.9580078125,-4.119873046875,569.9728393554688,-7.314090251922607,110.51304626464844,-0.27900001406669617,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
214,2026,9,10,6,33,47,1,0.26904296875,-0.8798828125,0.49365234375,-2.03704833984375,5.889892578125,-3.7994384765625,569.9728393554688,-7.314090251922607,110.51304626464844,-0.27900001406669617,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
264,2026,9,10,6,33,47,1,0.296630859375,-0.93505859375,0.44482421875,8.23974609375,2.55584716796875,-1.190185546875,569.9728393554688,-7.314090251922607,110.51304626464844,-0.27900001406669617,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
314,2026,9,10,6,33,47,1,0.1875,-0.86083984375,0.5166015625,5.60760498046875,-1.8463134765625,1.7242431640625,569.9728393554688,-7.314089775085449,110.51304626464844,-0.210999995470047,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
364,2026,9,10,6,33,47,1,0.261474609375,-0.827880859375,0.495361328125,4.638671875,8.758544921875,2.38037109375,569.9728393554688,-7.314089775085449,110.51304626464844,-0.210999995470047,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
414,2026,9,10,6,33,47,1,0.246337890625,-0.927978515625,0.46923828125,5.92803955078125,0.885009765625,-1.129150390625,569.9728393554688,-7.314089775085449,110.51304626464844,-0.210999995470047,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
464,2026,9,10,6,33,47,1,0.26171875,-0.854736328125,0.4765625,3.42559814453125,3.24249267578125,2.288818359375,569.9728393554688,-7.314089775085449,110.51304626464844,-0.210999995470047,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
514,2026,9,10,6,33,47,1,0.2451171875,-0.90673828125,0.45361328125,2.7008056640625,2.70843505859375,-2.8228759765625,569.9728393554688,-7.314089775085449,110.51304626464844,-0.38999998569488525,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
564,2026,9,10,6,33,47,1,0.253173828125,-0.891845703125,0.472900390625,4.17327880859375,1.21307373046875,1.60980224609375,569.9728393554688,-7.314089775085449,110.51304626464844,-0.38999998569488525,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
614,2026,9,10,6,33,47,1,0.259033203125,-0.88720703125,0.468017578125,3.28826904296875,2.03704833984375,-0.72479248046875,569.9728393554688,-7.314089775085449,110.51304626464844,-0.38999998569488525,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
664,2026,9,10,6,33,47,1,0.254638671875,-0.888916015625,0.46728515625,3.68499755859375,1.8463134765625,-0.213623046875,569.9728393554688,-7.314089775085449,110.51304626464844,-0.38999998569488525,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
714,2026,9,10,6,33,47,1,0.255615234375,-0.89111328125,0.468017578125,4.0283203125,1.56402587890625,0.12969970703125,569.9728393554688,-7.314089775085449,110.51304626464844,-0.335999995470047,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
764,2026,9,10,6,33,47,1,0.250732421875,-0.89453125,0.462890625,3.7994384765625,1.312255859375,0.244140625,569.9728393554688,-7.314089775085449,110.51304626464844,-0.335999995470047,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
814,2026,9,10,6,33,47,1,0.25927734375,-0.88037109375,0.467529296875,3.94439697265625,1.47247314453125,0.67138671875,570.5118408203125,-7.314089775085449,110.51304626464844,-0.335999995470047,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
864,2026,9,10,6,33,47,1,0.251220703125,-0.89404296875,0.464599609375,3.34930419921875,2.20489501953125,-1.16729736328125,570.5118408203125,-7.314089775085449,110.51304626464844,-0.335999995470047,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
914,2026,9,10,6,33,47,1,0.25634765625,-0.884033203125,0.461181640625,3.6468505859375,1.52587890625,-0.1068115234375,570.5118408203125,-7.314089775085449,110.51304626464844,-0.4300000071525574,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
964,2026,9,10,6,33,48,1,0.249267578125,-0.892822265625,0.465576171875,4.18853759765625,1.45721435546875,-0.0457763671875,570.5118408203125,-7.314089775085449,110.51304626464844,-0.4300000071525574,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
1014,2026,9,10,6,33,48,1,0.25341796875,-0.8837890625,0.466552734375,3.7384033203125,1.8768310546875,-0.37384033203125,570.5118408203125,-7.314089775085449,110.51304626464844,-0.4300000071525574,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
1064,2026,9,10,6,33,48,1,0.257568359375,-0.884765625,0.462646484375,3.97491455078125,1.251220703125,0.3814697265625,570.5118408203125,-7.314089775085449,110.51304626464844,-0.4300000071525574,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
1183,2026,9,10,6,33,48,1,0.25341796875,-0.889404296875,0.46875,3.92913818359375,1.4495849609375,-0.31280517578125,570.5118408203125,-7.314089775085449,110.51304626464844,-0.5960000157356262,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
1233,2026,9,10,6,33,48,1,0.25341796875,-0.889404296875,0.46875,3.9520263671875,1.4495849609375,-0.41961669921875,570.5118408203125,-7.314089775085449,110.51304626464844,-0.5960000157356262,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
1283,2026,9,10,6,33,48,1,0.257568359375,-0.891357421875,0.464111328125,4.08172607421875,2.09808349609375,-0.08392333984375,570.5118408203125,-7.314089775085449,110.51304626464844,-0.5960000157356262,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
1333,2026,9,10,6,33,48,1,0.251953125,-0.887939453125,0.46435546875,4.0435791015625,1.42669677734375,-0.1068115234375,570.5118408203125,-7.314087867736816,110.51304626464844,-0.6290000081062317,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
1383,2026,9,10,6,33,48,1,0.2509765625,-0.88818359375,0.462646484375,3.326416015625,1.82342529296875,-0.213623046875,570.5118408203125,-7.314087867736816,110.51304626464844,-0.6290000081062317,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
1433,2026,9,10,6,33,48,1,0.251953125,-0.891357421875,0.465087890625,3.5552978515625,2.03704833984375,-0.518798828125,570.5118408203125,-7.314087867736816,110.51304626464844,-0.6290000081062317,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
1483,2026,9,10,6,33,48,1,0.25341796875,-0.89111328125,0.4736328125,3.7994384765625,1.62506103515625,0.41961669921875,570.5118408203125,-7.314087867736816,110.51304626464844,-0.6290000081062317,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
1533,2026,9,10,6,33,48,1,0.253662109375,-0.888671875,0.4638671875,3.68499755859375,1.9378662109375,0.091552734375,570.5118408203125,-7.314087867736816,110.51304626464844,-0.5950000286102295,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
1583,2026,9,10,6,33,48,1,0.252197265625,-0.8896484375,0.469970703125,3.448486328125,1.922607421875,-0.213623046875,570.5118408203125,-7.314087867736816,110.51304626464844,-0.5950000286102295,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
1633,2026,9,10,6,33,48,1,0.249755859375,-0.887939453125,0.464111328125,3.62396240234375,1.89208984375,0.02288818359375,570.5118408203125,-7.314087867736816,110.51304626464844,-0.5950000286102295,5.480000019073486,2,3,0.0,0.0,0.0,0.0,0.0,0.0,30.625,30.8125
