Timestamp_ms,GPS_Year,GPS_Month,GPS_Day,GPS_Hour,GPS_Min,GPS_Sec,Time_Valid,Accel_X(G),Accel_Y(G),Accel_Z(G),Gyro_X(deg/s),Gyro_Y(deg/s),Gyro_Z(deg/s),Baro_Altitude(m),Latitude,Longitude,GPS_Altitude(m),PDOP,Fix_Type,Satellites
0,0,0,0,0,0,0,0,0.32958984375,-0.60107421875,0.857177734375,3.7689208984375,-1.3427734375,0.31280517578125,546.4063720703125,-7.342777729034424,110.49258422851562,621.6480102539062,1.840000033378601,3,9
59,0,0,0,0,0,0,0,0.333740234375,-0.602783203125,0.864501953125,3.99017333984375,1.45721435546875,-0.26702880859375,546.4063720703125,-7.342777729034424,110.49258422851562,621.6480102539062,1.840000033378601,3,9
118,0,0,0,0,0,0,0,0.326171875,-0.615234375,0.8564453125,3.68499755859375,2.69317626953125,-0.5035400390625,546.4063720703125,-7.342777729034424,110.49258422851562,621.6480102539062,1.840000033378601,3,9
172,0,0,0,0,0,0,0,0.327392578125,-0.606689453125,0.860595703125,3.44085693359375,2.57110595703125,-0.37384033203125,546.4063720703125,-7.342777729034424,110.49258422851562,621.6849975585938,1.840000033378601,3,9
226,0,0,0,0,0,0,0,0.326171875,-0.607666015625,0.857177734375,3.82232666015625,2.0751953125,-0.48828125,546.4063720703125,-7.342777729034424,110.49258422851562,621.6849975585938,1.840000033378601,3,9
280,0,0,0,0,0,0,0,0.327880859375,-0.613037109375,0.861572265625,3.76129150390625,1.97601318359375,0.25177001953125,546.876708984375,-7.342777729034424,110.49258422851562,621.6849975585938,1.840000033378601,3,9
334,0,0,0,0,0,0,0,0.327880859375,-0.604248046875,0.857421875,4.26483154296875,2.06756591796875,-0.2899169921875,546.876708984375,-7.342777729034424,110.49258422851562,621.6849975585938,1.840000033378601,3,9
385,0,0,0,0,0,0,0,0.329833984375,-0.60693359375,0.857666015625,4.18853759765625,2.06756591796875,0.05340576171875,546.876708984375,-7.342776775360107,110.49258422851562,621.6859741210938,1.840000033378601,3,9
439,0,0,0,0,0,0,0,0.32861328125,-0.611572265625,0.8564453125,4.17327880859375,1.9073486328125,-0.61798095703125,546.876708984375,-7.342776775360107,110.49258422851562,621.6859741210938,1.840000033378601,3,9
494,0,0,0,0,0,0,0,0.329345703125,-0.60791015625,0.8583984375,3.3721923828125,1.86920166015625,-0.30517578125,546.876708984375,-7.342776775360107,110.49258422851562,621.6859741210938,1.840000033378601,3,9
548,0,0,0,0,0,0,0,0.325439453125,-0.6044921875,0.86328125,3.9520263671875,3.08990478515625,-0.5340576171875,546.876708984375,-7.342775821685791,110.49256896972656,621.6519775390625,1.840000033378601,3,9
602,0,0,0,0,0,0,0,0.334716796875,-0.6162109375,0.879150390625,3.76129150390625,1.56402587890625,-1.96075439453125,546.876708984375,-7.342775821685791,110.49256896972656,621.6519775390625,1.840000033378601,3,9
656,0,0,0,0,0,0,0,0.34375,-0.6083984375,0.8515625,4.21142578125,2.79998779296875,-0.34332275390625,546.876708984375,-7.342775821685791,110.49256896972656,621.6519775390625,1.840000033378601,3,9
710,0,0,0,0,0,0,0,0.326171875,-0.608642578125,0.864990234375,2.7923583984375,3.62396240234375,1.36566162109375,546.876708984375,-7.342775821685791,110.49256896972656,621.6519775390625,1.840000033378601,3,9
764,0,0,0,0,0,0,0,0.3203125,-0.618408203125,0.853515625,3.95965576171875,2.69317626953125,-0.5950927734375,546.876708984375,-7.342775344848633,110.49256896972656,621.4550170898438,1.840000033378601,3,9
818,0,0,0,0,0,0,0,0.329345703125,-0.605224609375,0.8486328125,5.2032470703125,0.40435791015625,-0.1220703125,546.876708984375,-7.342775344848633,110.49256896972656,621.4550170898438,1.840000033378601,3,9
872,0,0,0,0,0,0,0,0.33154296875,-0.601318359375,0.877685546875,5.9661865234375,4.5166015625,-1.36566162109375,546.876708984375,-7.342775344848633,110.49256896972656,621.4550170898438,1.840000033378601,3,9
926,0,0,0,0,0,0,0,0.322021484375,-0.61376953125,0.846923828125,4.2877197265625,0.91552734375,0.4730224609375,546.876708984375,-7.342775344848633,110.49256896972656,621.4550170898438,1.840000033378601,3,9
980,0,0,0,0,0,0,0,0.322509765625,-0.611083984375,0.863037109375,4.6844482421875,1.31988525390625,-0.2593994140625,546.876708984375,-7.342774391174316,110.49256896972656,621.4420166015625,1.840000033378601,3,9
1034,0,0,0,0,0,0,0,0.324462890625,-0.607177734375,0.865966796875,3.8604736328125,1.373291015625,-0.213623046875,546.876708984375,-7.342774391174316,110.49256896972656,621.4420166015625,1.840000033378601,3,9
1088,0,0,0,0,0,0,0,0.323974609375,-0.60107421875,0.8662109375,3.5858154296875,1.800537109375,0.14495849609375,546.876708984375,-7.342774391174316,110.49256896972656,621.4420166015625,1.840000033378601,3,9
