Timestamp_ms,GPS_Year,GPS_Month,GPS_Day,GPS_Hour,GPS_Min,GPS_Sec,Time_Valid,Accel_X(G),Accel_Y(G),Accel_Z(G),Gyro_X(deg/s),Gyro_Y(deg/s),Gyro_Z(deg/s),Baro_Altitude(m),Latitude,Longitude,GPS_Altitude(m),PDOP,Fix_Type,Satellites,SpeedLeft,SpeedRight,Vbus,Iq,RPM_TIM2CH1,RPM_TIM5CH2,Temp1,Temp2
913,1980,1,6,0,0,39,0,0.015869140625,1.00634765625,0.216064453125,3.68499755859375,1.922607421875,-0.25177001953125,562.3472290039062,0.0,0.0,-17.0,99.98999786376953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.9375,27.25
963,1980,1,6,0,0,39,0,0.01513671875,1.006103515625,0.21435546875,3.60870361328125,1.8768310546875,-0.03814697265625,562.3472290039062,0.0,0.0,-17.0,99.98999786376953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.9375,27.25
1013,1980,1,6,0,0,39,0,0.015380859375,1.003662109375,0.21826171875,3.19671630859375,2.3345947265625,-0.42724609375,562.3472290039062,0.0,0.0,-17.0,99.98999786376953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.9375,27.25
1063,1980,1,6,0,0,40,0,0.014404296875,1.004638671875,0.216552734375,3.265380859375,2.1514892578125,-0.17547607421875,562.3472290039062,0.0,0.0,-17.0,99.98999786376953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.9375,27.25
1113,1980,1,6,0,0,40,0,0.015625,1.004150390625,0.219970703125,3.96728515625,1.77764892578125,-0.0457763671875,562.3472290039062,0.0,0.0,-17.0,99.98999786376953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.9375,27.25
1163,1980,1,6,0,0,40,0,0.01611328125,1.005615234375,0.2177734375,3.8909912109375,2.18963623046875,-0.0457763671875,562.3472290039062,0.0,0.0,-17.0,99.98999786376953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.9375,27.25
1213,1980,1,6,0,0,40,0,0.0146484375,1.002197265625,0.21337890625,3.753662109375,2.00653076171875,-0.34332275390625,562.3472290039062,0.0,0.0,-17.0,99.98999786376953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.9375,27.25
1263,1980,1,6,0,0,40,0,0.02001953125,1.006103515625,0.2138671875,3.86810302734375,1.82342529296875,0.00762939453125,562.3472290039062,0.0,0.0,-17.0,99.98999786376953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.9375,27.25
1313,1980,1,6,0,0,40,0,0.012939453125,0.991943359375,0.218505859375,3.814697265625,1.6632080078125,0.08392333984375,562.3472290039062,0.0,0.0,-17.0,99.98999786376953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.9375,27.25
1363,1980,1,6,0,0,40,0,0.015625,1.00732421875,0.2265625,4.14276123046875,1.8463134765625,0.17547607421875,562.3472290039062,0.0,0.0,-17.0,99.98999786376953,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.9375,27.25
