Timestamp,Angle (rad),Velocity (RPM),Duty Target (%),Duty U (%),Duty V (%),Duty W (%),Mode
10:43:54.395,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.396,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.411,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.427,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.427,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.445,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.460,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.460,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.476,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.476,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.492,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.520,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.520,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.525,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.525,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.540,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.557,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.557,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.586,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.586,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.590,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.606,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.606,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.621,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.651,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.651,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.653,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.669,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.669,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.686,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.686,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.702,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.718,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.718,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.735,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.735,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.762,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.767,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.767,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.784,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.800,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.800,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.828,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.828,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.832,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.849,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.849,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.865,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.865,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.882,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.898,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.898,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.914,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.930,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.930,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.947,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.958,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.962,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.979,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.979,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.995,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:54.995,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:55.011,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:55.027,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:55.027,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:55.043,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:55.059,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:55.059,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:55.073,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:55.087,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:55.088,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:55.103,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
10:43:55.105,0.9381024241447449,181.5413818359375,28.0,0.0,0.0,0.0,0
